python Trainer.py --DR LAB4_dataset --save_root ./modify1/ --fast_train --kl_anneal_ratio 0 --kl_anneal_type Monotonic
python Tester.py --DR LAB4_dataset --save_root ./modify1/epoch=62 --ckpt_path modify1/epoch=62.ckpt
Epoch: 64 65 66
81 77 60 56

Epoch: 0, batch_size: 2, [TeacherForcing: True, 1.0], [anneal_type: Monotonic, beta: 0.0, cycle: 20, percent: 0.5], lr: 0.001, train_loss: 0.09185414451648073 valid_loss: 22.40862869778357
Epoch: 60, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03916755305901272 valid_loss: 2.0772711627359968
Epoch: 61, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.038402096769694756 valid_loss: 2.396489873470273
Epoch: 62, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03783045918839982 valid_loss: 2.412781677528983
Epoch: 63, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.037339688206114455 valid_loss: 4.439579203055473
Epoch: 64, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03963326598312476 valid_loss: 1.985546818599687
Epoch: 65, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03548566127901772 valid_loss: 2.2089480160502717
Epoch: 66, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03513536346176825 valid_loss: 2.298221240285784
Epoch: 67, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03482394772753752 valid_loss: 4.698820779289235
Epoch: 68, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03418370753159764 valid_loss: 2.6270551894413074
Epoch: 69, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03709522692076403 valid_loss: 5.544058229585062
Epoch: 70, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03337626827806846 valid_loss: 2.8035786235996056
Epoch: 71, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03287883027470715 valid_loss: 3.1962489678990096
Epoch: 72, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.032101164382109075 valid_loss: 6.514148545829812
Epoch: 73, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.04344772572836822 valid_loss: 3.357744492139318
Epoch: 74, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03224396156134382 valid_loss: 2.6631477089540567
Epoch: 75, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.030856520994967704 valid_loss: 2.6730596250272356
Epoch: 76, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03034081969476431 valid_loss: 3.8955449118075194
Epoch: 77, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.04095131260751862 valid_loss: 2.24609587721352
Epoch: 78, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.04158545628434656 valid_loss: 3.876121995213907
Epoch: 79, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.04132393539644951 valid_loss: 4.667063974193297
Epoch: 80, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.0430540862135212 valid_loss: 7.2108851128286915
Epoch: 81, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.03249932973863488 valid_loss: 2.078374110322329
Epoch: 82, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.029100401863384428 valid_loss: 3.0214697451301618
Epoch: 83, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.02813265401176935 valid_loss: 2.8739769262174377
Epoch: 84, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.0276656130216659 valid_loss: 4.087982922748779
Epoch: 85, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.032999213614211854 valid_loss: 4.879447515733773
Epoch: 86, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.027480785985937197 valid_loss: 2.327898189309053
Epoch: 87, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.026768951149333763 valid_loss: 2.5350474494480295
Epoch: 88, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.02666534455276506 valid_loss: 2.895555850438541
Epoch: 89, batch_size: 2, [TeacherForcing: False, 0.0], [anneal_type: Monotonic, beta: 1.0, cycle: 20, percent: 0.5], lr: 1e-05, train_loss: 0.02626976953556942 valid_loss: 2.901633709698217
