python Trainer.py --DR LAB4_dataset --save_root ./origin1 --fast_train --kl_anneal_ratio 0
python Tester.py --DR LAB4_dataset --save_root ./origin1 --ckpt_path origin/epoch=78.ckpt
Epoch: 0, batch_size: 2, [TeacherForcing: True, 1.0], [anneal_type: Cyclical, beta: 0.0, cycle: 10, percent: 0.5], lr: 0.001, train_loss: 0.13571812860964325 valid_loss: 11.191120544448495
Epoch: 45, batch_size: 2, [TeacherForcing: False, -2.5], [anneal_type: Cyclical, beta: 0.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.026486439672432503 valid_loss: 9.930434818495996
Epoch: 46, batch_size: 2, [TeacherForcing: False, -2.6], [anneal_type: Cyclical, beta: 0.2, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.04820359947233781 valid_loss: 4.776656465692213
Epoch: 47, batch_size: 2, [TeacherForcing: False, -2.7], [anneal_type: Cyclical, beta: 0.4, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.058063380547611884 valid_loss: 4.394854682410369
Epoch: 48, batch_size: 2, [TeacherForcing: False, -2.8], [anneal_type: Cyclical, beta: 0.6000000000000001, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07237382220912078 valid_loss: 5.250264403206529
Epoch: 49, batch_size: 2, [TeacherForcing: False, -2.9], [anneal_type: Cyclical, beta: 0.8, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.0856568419747819 valid_loss: 5.389261391974287
Epoch: 50, batch_size: 2, [TeacherForcing: False, -3.0], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.0986408447609799 valid_loss: 4.779545408382546
Epoch: 51, batch_size: 2, [TeacherForcing: False, -3.1], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.09605711331099231 valid_loss: 5.196634733263636
Epoch: 52, batch_size: 2, [TeacherForcing: False, -3.2], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.09414047651533063 valid_loss: 5.046905691910069
Epoch: 53, batch_size: 2, [TeacherForcing: False, -3.3], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.09233161192463785 valid_loss: 16.93763014744036
Epoch: 54, batch_size: 2, [TeacherForcing: False, -3.4], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.09084338394647258 valid_loss: 25.121332659909967
Epoch: 55, batch_size: 2, [TeacherForcing: False, -3.5], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.08850888026783958 valid_loss: 36.106848118652124
Epoch: 56, batch_size: 2, [TeacherForcing: False, -3.6], [anneal_type: Cyclical, beta: 0.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.024897756426379838 valid_loss: 9.501887196209282
Epoch: 57, batch_size: 2, [TeacherForcing: False, -3.7], [anneal_type: Cyclical, beta: 0.2, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.03781344924789692 valid_loss: 28.18445833417354
Epoch: 58, batch_size: 2, [TeacherForcing: False, -3.8], [anneal_type: Cyclical, beta: 0.4, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.049318301676175014 valid_loss: 8.597194355126703
Epoch: 59, batch_size: 2, [TeacherForcing: False, -3.9], [anneal_type: Cyclical, beta: 0.6000000000000001, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.059544655890618074 valid_loss: 19.372029050340643
Epoch: 60, batch_size: 2, [TeacherForcing: False, -4.0], [anneal_type: Cyclical, beta: 0.8, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.0704983432258692 valid_loss: 20.92685314445407
Epoch: 61, batch_size: 2, [TeacherForcing: False, -4.1], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.08119692845542682 valid_loss: 22.814039472548757
Epoch: 62, batch_size: 2, [TeacherForcing: False, -4.2], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07954189750568486 valid_loss: 25.030132821178995
Epoch: 63, batch_size: 2, [TeacherForcing: False, -4.3], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07835442993265007 valid_loss: 28.74460426720907
Epoch: 64, batch_size: 2, [TeacherForcing: False, -4.4], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07720111404760918 valid_loss: 31.82183657004498
Epoch: 65, batch_size: 2, [TeacherForcing: False, -4.5], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07617957518523924 valid_loss: 35.73744871010422
Epoch: 66, batch_size: 2, [TeacherForcing: False, -4.6], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07460430377607633 valid_loss: 38.7615414741158
Epoch: 67, batch_size: 2, [TeacherForcing: False, -4.7], [anneal_type: Cyclical, beta: 0.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.023418286306944085 valid_loss: 10.483718711533584
Epoch: 68, batch_size: 2, [TeacherForcing: False, -4.8], [anneal_type: Cyclical, beta: 0.2, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.047671332812668034 valid_loss: 4.772252523340285
Epoch: 69, batch_size: 2, [TeacherForcing: False, -4.9], [anneal_type: Cyclical, beta: 0.4, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.05941217727500502 valid_loss: 5.236331438005436
Epoch: 70, batch_size: 2, [TeacherForcing: False, -5.0], [anneal_type: Cyclical, beta: 0.6000000000000001, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.07510208945196484 valid_loss: 5.234466521185823
Epoch: 71, batch_size: 2, [TeacherForcing: False, -5.1], [anneal_type: Cyclical, beta: 0.8, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.09035475088331833 valid_loss: 17.960685935846413
Epoch: 72, batch_size: 2, [TeacherForcing: False, -5.2], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.10681677964374565 valid_loss: 24.535656896361616
Epoch: 73, batch_size: 2, [TeacherForcing: False, -5.3], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.10509142685788601 valid_loss: 26.366593309794553
Epoch: 74, batch_size: 2, [TeacherForcing: False, -5.4], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.10354385147362988 valid_loss: 29.981347360022482
Epoch: 75, batch_size: 2, [TeacherForcing: False, -5.5], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.10252037445126577 valid_loss: 33.133161437814124
Epoch: 76, batch_size: 2, [TeacherForcing: False, -5.6], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.10059836326949248 valid_loss: 36.81134034701972
Epoch: 77, batch_size: 2, [TeacherForcing: False, -5.7], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.10009497979454564 valid_loss: 38.146722503734054
Epoch: 78, batch_size: 2, [TeacherForcing: False, -5.8], [anneal_type: Cyclical, beta: 0.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.02174277433159821 valid_loss: 3.116545944241807
Epoch: 79, batch_size: 2, [TeacherForcing: False, -5.9], [anneal_type: Cyclical, beta: 0.2, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.03825604881347245 valid_loss: 7.604682578792563
Epoch: 80, batch_size: 2, [TeacherForcing: False, -6.0], [anneal_type: Cyclical, beta: 0.4, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.03856254225308853 valid_loss: 4.430313849908998
Epoch: 81, batch_size: 2, [TeacherForcing: False, -6.1], [anneal_type: Cyclical, beta: 0.6000000000000001, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.04671522968342953 valid_loss: 3.672775446117157
Epoch: 82, batch_size: 2, [TeacherForcing: False, -6.2], [anneal_type: Cyclical, beta: 0.8, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.05488468729285714 valid_loss: 3.8690310513338773
Epoch: 83, batch_size: 2, [TeacherForcing: False, -6.3], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.06270378208610901 valid_loss: 25.928852341225138
Epoch: 84, batch_size: 2, [TeacherForcing: False, -6.4], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.06180814691856198 valid_loss: 31.266797067131847
Epoch: 85, batch_size: 2, [TeacherForcing: False, -6.5], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.060813565958907925 valid_loss: 34.43709385526017
Epoch: 86, batch_size: 2, [TeacherForcing: False, -6.6], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.0601139478207083 valid_loss: 39.21320525420015
Epoch: 87, batch_size: 2, [TeacherForcing: False, -6.7], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.059414880156578184 valid_loss: 40.327121502312366
Epoch: 88, batch_size: 2, [TeacherForcing: False, -6.8], [anneal_type: Cyclical, beta: 1.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.05886547943187315 valid_loss: 39.58422675484326
Epoch: 89, batch_size: 2, [TeacherForcing: False, -6.9], [anneal_type: Cyclical, beta: 0.0, cycle: 10, percent: 0.5], lr: 1e-05, train_loss: 0.020900790338186617 valid_loss: 6.06892046390567
